,coords,weight,point_type
2282,"(44.92003023664246, -93.8289533808819)",-30,Census_Blocks
2283,"(44.95370155299714, -93.83137535511463)",-36,Census_Blocks
2284,"(44.95460509941283, -93.84597638840445)",-89,Census_Blocks
2285,"(44.96464593943719, -93.86772417041027)",-43,Census_Blocks
2286,"(44.96729951160988, -93.84979842982214)",-238,Census_Blocks
2287,"(44.96376553929934, -93.80052852493475)",-118,Census_Blocks
2288,"(44.846158176713566, -93.95001956027116)",-50,Census_Blocks
2289,"(44.94047064836984, -93.93853269061238)",-18,Census_Blocks
2290,"(44.88557878573467, -93.89352793733877)",-185,Census_Blocks
2291,"(44.91553227953621, -93.98711158300539)",-54,Census_Blocks
2292,"(44.84098674463448, -93.77785822181399)",-87,Census_Blocks
2293,"(44.827399373560155, -93.77812763907335)",-181,Census_Blocks
2294,"(44.813538050321206, -93.81793187461912)",-33,Census_Blocks
2295,"(44.828958348557364, -93.79776960972323)",-78,Census_Blocks
2296,"(44.84861798751697, -93.7910127132175)",-135,Census_Blocks
2297,"(44.8489053843417, -93.77778287012887)",-97,Census_Blocks
2298,"(44.846383914404136, -93.80043125685401)",-73,Census_Blocks
2299,"(44.85460451583799, -93.80834774524958)",-87,Census_Blocks
2300,"(44.83678214598935, -93.8144627500576)",-45,Census_Blocks
2301,"(44.85804415184646, -93.8385480624425)",-31,Census_Blocks
2302,"(44.85511605218437, -93.67979098392466)",-228,Census_Blocks
2303,"(44.861891985446725, -93.72547462102142)",-10,Census_Blocks
2304,"(44.821237999488666, -93.71814452287063)",-139,Census_Blocks
2305,"(44.83994669803939, -93.66648240215986)",-157,Census_Blocks
2306,"(44.878740236214696, -93.6611598759624)",-35,Census_Blocks
2307,"(44.856221076993464, -93.65652210804448)",-13,Census_Blocks
2308,"(44.85192805299744, -93.64327894995776)",-81,Census_Blocks
2309,"(44.828245492594796, -93.64745023785264)",-151,Census_Blocks
2310,"(44.86105878071075, -93.63813142022596)",-42,Census_Blocks
2311,"(44.877586487228605, -93.61885102521072)",-91,Census_Blocks
2312,"(44.88014396504764, -93.59966011422361)",-39,Census_Blocks
2313,"(44.88183422790664, -93.57905264846568)",-20,Census_Blocks
2314,"(44.86840092800967, -93.58579478191494)",-51,Census_Blocks
2315,"(44.88715506342036, -93.56161016956612)",-38,Census_Blocks
2316,"(44.87240757044619, -93.56160373596039)",-47,Census_Blocks
2317,"(44.862610883661745, -93.5353545133866)",-65,Census_Blocks
2318,"(44.87222328146697, -93.54523250554583)",-31,Census_Blocks
2319,"(44.871194885010986, -93.52990531710356)",-89,Census_Blocks
2320,"(44.88520466848462, -93.52988466071511)",-80,Census_Blocks
2321,"(44.88276774101386, -93.5429839705007)",-95,Census_Blocks
2322,"(44.83407054761689, -93.52908861215259)",-42,Census_Blocks
2323,"(44.834407606903994, -93.56289714851997)",-206,Census_Blocks
2324,"(44.81619476735435, -93.54575036155947)",-34,Census_Blocks
2325,"(44.85012722140409, -93.544186989313)",-246,Census_Blocks
2326,"(44.85578577683358, -93.58844438960271)",-39,Census_Blocks
2327,"(44.85209718725239, -93.55686526247511)",-184,Census_Blocks
2328,"(44.85606616310608, -93.52710867896003)",-68,Census_Blocks
2329,"(44.84605416746959, -93.52985603045583)",-56,Census_Blocks
2330,"(44.808262019076174, -93.6086399999279)",-58,Census_Blocks
2331,"(44.82373111694711, -93.62239928350083)",-134,Census_Blocks
2332,"(44.81656545588314, -93.61702375751018)",-62,Census_Blocks
2333,"(44.82390576534313, -93.60585393524075)",-9,Census_Blocks
2334,"(44.82866060733381, -93.60937785779673)",-45,Census_Blocks
2335,"(44.83264803854007, -93.63401018406937)",-17,Census_Blocks
2336,"(44.84450250074386, -93.61658706818979)",-118,Census_Blocks
2337,"(44.812341425415084, -93.59059174965911)",-100,Census_Blocks
2338,"(44.813029879644404, -93.57384556562599)",-12,Census_Blocks
2339,"(44.84802025055035, -93.59286028532962)",0,Census_Blocks
2340,"(44.83335347937163, -93.58470894797436)",-94,Census_Blocks
2341,"(44.82246181059485, -93.5932369370911)",-23,Census_Blocks
2342,"(44.7865814074109, -93.59067158338934)",-18,Census_Blocks
2343,"(44.796403694554606, -93.58029901322591)",-252,Census_Blocks
2344,"(44.80046852128455, -93.58610166983588)",-107,Census_Blocks
2345,"(44.799271253646964, -93.59616612587314)",-50,Census_Blocks
2346,"(44.780985560848634, -93.60564084208883)",-31,Census_Blocks
2347,"(44.79985121218033, -93.61317350135243)",-237,Census_Blocks
2348,"(44.8184307497566, -93.63557681721213)",-74,Census_Blocks
2349,"(44.810429524510816, -93.63329411416069)",-140,Census_Blocks
2350,"(44.79006811435696, -93.62752208414436)",-125,Census_Blocks
2351,"(44.7667433643485, -93.63735203650653)",-77,Census_Blocks
2352,"(44.74700060858677, -93.63201379669309)",-62,Census_Blocks
2353,"(44.69258695262835, -93.70959102176097)",-42,Census_Blocks
2354,"(44.76547644384729, -93.66454003348068)",-34,Census_Blocks
2355,"(44.77144039720938, -93.61869014795437)",-32,Census_Blocks
2356,"(44.76107002192603, -93.72586268017349)",-41,Census_Blocks
2357,"(44.75794316360458, -93.63424337011722)",-99,Census_Blocks
2358,"(44.77929081183781, -93.92071137787943)",-57,Census_Blocks
2359,"(44.74908586088019, -93.93377156456872)",-32,Census_Blocks
2360,"(44.75297452412463, -93.9051647178757)",-17,Census_Blocks
2361,"(44.76127843794263, -93.96438715075203)",-39,Census_Blocks
2362,"(44.78236751868432, -93.90097283855344)",-94,Census_Blocks
2363,"(44.727836075511185, -93.83428609350322)",-29,Census_Blocks
2364,"(44.78385128675876, -93.80419516199234)",-169,Census_Blocks
2365,"(47.068736191043634, -94.45152562499662)",-50,Census_Blocks
2366,"(47.190941645612696, -94.58729268154077)",-59,Census_Blocks
2367,"(47.02936129509733, -94.61363922537285)",-21,Census_Blocks
2368,"(47.109971463018525, -94.5864562481299)",-42,Census_Blocks
2369,"(47.32067730073335, -94.29002145207998)",-47,Census_Blocks
2370,"(47.36227495407404, -94.64225745292659)",-137,Census_Blocks
2371,"(47.39428173753064, -94.5588872263274)",-169,Census_Blocks
2372,"(47.17529139201165, -93.95626605419176)",-38,Census_Blocks
2373,"(46.95656163921231, -93.87971713069021)",-29,Census_Blocks
2374,"(46.95433934026604, -94.06461267529016)",-1,Census_Blocks
2375,"(47.10444817899895, -94.24320080182103)",-101,Census_Blocks
2376,"(46.848890013457854, -94.14415079800987)",-33,Census_Blocks
2377,"(46.95880655376471, -94.27607728803108)",-3,Census_Blocks
2378,"(46.96758450780961, -94.4295140884847)",-13,Census_Blocks
2379,"(46.8753157232814, -94.41224254431889)",-46,Census_Blocks
2380,"(46.920482224637446, -94.29780724637607)",-19,Census_Blocks
2381,"(46.81113695464, -94.4311016445505)",-89,Census_Blocks
2382,"(46.754559546476244, -94.4742476268291)",-42,Census_Blocks
2383,"(46.88230382753337, -94.57714252466143)",-19,Census_Blocks
2384,"(46.63376886919402, -94.36737047745727)",-73,Census_Blocks
2385,"(46.61582566793801, -94.4959979036351)",-52,Census_Blocks
2386,"(46.733976638612766, -94.38674060022055)",-117,Census_Blocks
2387,"(46.68237178938713, -94.67095445456812)",-19,Census_Blocks
2388,"(46.416512370888434, -94.36018115990515)",-43,Census_Blocks
2389,"(46.31801734378181, -94.36501922212078)",-53,Census_Blocks
2390,"(46.35952364905056, -94.39851568746732)",-25,Census_Blocks
2391,"(46.42686115256823, -94.66170581564924)",-78,Census_Blocks
2392,"(46.49512895898893, -94.39852908333383)",-45,Census_Blocks
2393,"(46.442516693825254, -94.54279462756702)",-94,Census_Blocks
2394,"(44.87760234238656, -95.50164499216086)",-74,Census_Blocks
2395,"(44.91477852622599, -95.60255884754415)",-63,Census_Blocks
2396,"(44.933542122311906, -95.30790780626815)",-42,Census_Blocks
2397,"(44.967004607068546, -95.37981064924526)",-115,Census_Blocks
2398,"(44.9986987105275, -95.38641587436982)",-48,Census_Blocks
2399,"(45.079902645261555, -95.53091849942602)",-93,Census_Blocks
2400,"(45.0820245079529, -95.84524929647718)",-57,Census_Blocks
2401,"(44.927297924612006, -95.71128692340957)",-173,Census_Blocks
2402,"(44.94370229462765, -95.71435037352015)",0,Census_Blocks
2403,"(44.961985142913065, -95.7715598160908)",-72,Census_Blocks
2404,"(44.97043710418216, -95.71627352303429)",-16,Census_Blocks
2405,"(44.950028743135405, -95.71710464479779)",-43,Census_Blocks
2406,"(45.639738436259876, -93.11148887057115)",-113,Census_Blocks
2407,"(45.69305385004611, -93.04608014567461)",-51,Census_Blocks
2408,"(45.619253675092665, -93.04680144801345)",-35,Census_Blocks
2409,"(45.70322066899471, -92.92545845601605)",-77,Census_Blocks
2410,"(45.663802911572795, -92.9453314435688)",-45,Census_Blocks
2411,"(45.59516841669914, -92.98116500323967)",-39,Census_Blocks
2412,"(45.553394835884454, -92.88191145009685)",-101,Census_Blocks
2413,"(45.5355480705268, -92.93515065401353)",-139,Census_Blocks
2414,"(45.536004683800954, -93.0021602139614)",-5,Census_Blocks
2415,"(45.51952990438943, -92.98611956407728)",0,Census_Blocks
2416,"(45.52001171477427, -92.97021466896852)",-15,Census_Blocks
2417,"(45.500388463710614, -92.98944833807221)",-162,Census_Blocks
2418,"(45.48919026389532, -93.0032842930988)",-12,Census_Blocks
2419,"(45.48965578922882, -92.97070870835896)",-51,Census_Blocks
2420,"(45.491225832745016, -92.93053914820295)",-55,Census_Blocks
2421,"(45.44096813669679, -93.00004911506926)",-27,Census_Blocks
2422,"(45.40340842000792, -92.99013728616471)",-105,Census_Blocks
2423,"(45.39305086811354, -92.95105240822546)",-123,Census_Blocks
2424,"(45.43876615906698, -92.9378173942114)",-52,Census_Blocks
2425,"(45.32333407956659, -92.94080766806012)",-291,Census_Blocks
2426,"(45.32585363570589, -92.97866523532207)",-124,Census_Blocks
2427,"(45.36522351486593, -92.98005764396883)",-176,Census_Blocks
2428,"(45.341065715902566, -92.97684921300205)",-102,Census_Blocks
2429,"(45.31591078343156, -93.00512906421274)",-120,Census_Blocks
2430,"(45.39013885277583, -92.82559135215793)",-21,Census_Blocks
2431,"(45.38852869661324, -92.88153457070015)",-174,Census_Blocks
2432,"(45.40625609271181, -92.83144695571875)",-96,Census_Blocks
2433,"(45.37113785917541, -92.8114596578359)",-76,Census_Blocks
2434,"(45.365668498611555, -92.87614162544459)",-139,Census_Blocks
2435,"(45.36266772765198, -92.84642081953938)",-17,Census_Blocks
2436,"(45.34987710723975, -92.90627486342746)",-29,Census_Blocks
2437,"(45.36078472706182, -92.89081266025374)",-39,Census_Blocks
2438,"(45.434149670851575, -92.83440889580633)",-160,Census_Blocks
2439,"(45.32001342418785, -92.84872914107751)",-101,Census_Blocks
2440,"(45.34229844525535, -92.75201666810422)",-49,Census_Blocks
2441,"(45.511705825632134, -92.7662120246719)",-27,Census_Blocks
2442,"(45.41701862483678, -92.72989963611883)",-144,Census_Blocks
2443,"(45.44371919627271, -92.68642795337921)",-39,Census_Blocks
2444,"(46.869961448403096, -96.75764385931762)",-24,Census_Blocks
2445,"(46.87229868768205, -96.77018007283979)",-86,Census_Blocks
2446,"(46.86487697534563, -96.74484393964005)",0,Census_Blocks
2447,"(46.86109082084295, -96.76544513179128)",-78,Census_Blocks
2448,"(46.865212576507304, -96.75530720212728)",-91,Census_Blocks
2449,"(46.86465962976745, -96.77157835154732)",-12,Census_Blocks
2450,"(46.83037304350664, -96.7781831079306)",-116,Census_Blocks
2451,"(46.840175039152165, -96.77524755723134)",-23,Census_Blocks
2452,"(46.85472281631714, -96.77092196533138)",-25,Census_Blocks
2453,"(46.858166313934476, -96.77827030545036)",0,Census_Blocks
2454,"(46.85109484807661, -96.75799673075467)",-45,Census_Blocks
2455,"(46.8585813383908, -96.75530360325624)",-129,Census_Blocks
2456,"(46.853579639838024, -96.73879248598118)",0,Census_Blocks
2457,"(46.88298811190862, -96.76912526342485)",-118,Census_Blocks
2458,"(46.88424426214486, -96.76420596353161)",0,Census_Blocks
2459,"(46.88331670466717, -96.75995438472208)",-29,Census_Blocks
2460,"(46.91667455878656, -96.75650828296497)",-136,Census_Blocks
2461,"(47.03595878930042, -96.66221308951215)",-137,Census_Blocks
2462,"(46.83858155063434, -96.7627569827818)",-414,Census_Blocks
2463,"(46.84120353217269, -96.75452297712322)",-122,Census_Blocks
2464,"(46.83722870495866, -96.73082689743289)",-206,Census_Blocks
2465,"(46.84413196409829, -96.73234983398196)",-177,Census_Blocks
2466,"(46.825526210451706, -96.72882788550983)",-250,Census_Blocks
2467,"(46.82208228972072, -96.77772676976466)",-268,Census_Blocks
2468,"(46.71162122957692, -96.68177307330122)",-127,Census_Blocks
2469,"(46.82835403263056, -96.60793302181546)",-269,Census_Blocks
2470,"(46.85845347752433, -96.72537697915371)",-315,Census_Blocks
2471,"(46.854441648382554, -96.6864522807917)",-130,Census_Blocks
2472,"(46.878435573663815, -96.70418646780747)",0,Census_Blocks
2473,"(46.88453933612401, -96.69222800212698)",-80,Census_Blocks
2474,"(46.8810935312125, -96.7171846434548)",0,Census_Blocks
2475,"(46.873400481675965, -96.67501646292602)",0,Census_Blocks
2476,"(46.88236333936392, -96.31359700812385)",-316,Census_Blocks
2477,"(47.040675359001014, -96.32710016564029)",-196,Census_Blocks
2478,"(46.90291888173628, -96.43269242237936)",-83,Census_Blocks
2479,"(46.738537957080936, -96.35008814059395)",-139,Census_Blocks
2480,"(46.64887259700853, -96.41088769062144)",-150,Census_Blocks
2481,"(46.886470207759814, -96.75196873796547)",-8,Census_Blocks
2482,"(46.87910151734256, -96.75259429010978)",-19,Census_Blocks
2483,"(46.876974439894774, -96.74134194090023)",-13,Census_Blocks
2484,"(46.883819627645785, -96.73530444526845)",-59,Census_Blocks
2485,"(46.8668678670264, -96.7163609010999)",-158,Census_Blocks
2486,"(46.86905529723432, -96.73683655387362)",-51,Census_Blocks
2487,"(47.55139079272386, -95.48582174007882)",-17,Census_Blocks
2488,"(47.54044354563478, -95.3684416428809)",-62,Census_Blocks
2489,"(47.517494446207884, -95.40973127306499)",-30,Census_Blocks
2490,"(47.330842465264624, -95.47960586553414)",-74,Census_Blocks
2491,"(47.49067321541473, -95.27962447666545)",-64,Census_Blocks
2492,"(47.27559409479159, -95.29452183521676)",-42,Census_Blocks
2493,"(47.865140873912964, -95.38862632734346)",-39,Census_Blocks
2494,"(47.71879263131993, -95.50810361109714)",-44,Census_Blocks
2495,"(47.63298438991405, -95.36307416985072)",-68,Census_Blocks
2496,"(47.71718441249165, -95.38421763099458)",-93,Census_Blocks
2497,"(47.953859073617544, -90.03275426489904)",-47,Census_Blocks
2498,"(47.76577006063519, -90.65959280769867)",-57,Census_Blocks
2499,"(47.9573086962147, -90.58702193148324)",-17,Census_Blocks
2500,"(47.85014216317418, -90.91735323042128)",-18,Census_Blocks
2501,"(47.77720031391271, -90.44159138503423)",-35,Census_Blocks
2502,"(47.752320559413604, -90.33454626615587)",-87,Census_Blocks
2503,"(47.53847000535204, -90.28939080081386)",0,Census_Blocks
2504,"(44.03559145315211, -94.99960948343407)",-20,Census_Blocks
2505,"(43.9834268373778, -94.91016929973719)",-53,Census_Blocks
2506,"(43.95604513432465, -94.95451467118559)",-121,Census_Blocks
2507,"(44.1182418405145, -95.39855475221495)",-74,Census_Blocks
2508,"(44.10479287144899, -95.15439467918995)",-9,Census_Blocks
2509,"(44.10254893245842, -95.27710726675292)",-55,Census_Blocks
2510,"(43.93295875338243, -95.33104121090608)",-29,Census_Blocks
2511,"(43.96505289285689, -95.14760994473934)",-38,Census_Blocks
2512,"(43.89208265559025, -95.16566138159268)",-85,Census_Blocks
2513,"(43.87127462566443, -95.12418925444919)",-19,Census_Blocks
2514,"(43.89093647885016, -94.97891169892192)",-126,Census_Blocks
2515,"(43.87799704725556, -95.0946411400189)",-71,Census_Blocks
2516,"(43.85773488257773, -95.12579065717364)",-54,Census_Blocks
2517,"(46.657372516015094, -93.97488960630804)",-31,Census_Blocks
2518,"(46.770994026184184, -93.99553672782285)",-10,Census_Blocks
2519,"(46.66115143723447, -93.85537496561957)",-4,Census_Blocks
2520,"(46.70087558082241, -94.07596039567069)",-25,Census_Blocks
2521,"(46.63716339134459, -94.06729041526364)",-7,Census_Blocks
2522,"(46.614158749588874, -94.22184648201048)",-91,Census_Blocks
2523,"(46.602343730812386, -94.32006520385598)",-186,Census_Blocks
2524,"(46.57638048064118, -94.29495609996124)",-58,Census_Blocks
2525,"(46.567049687560285, -94.2415323138969)",-15,Census_Blocks
2526,"(46.5723793348893, -94.16753652896496)",-14,Census_Blocks
2527,"(46.50181020263732, -94.31023719935155)",0,Census_Blocks
2528,"(46.50900510603599, -94.25393424014297)",-56,Census_Blocks
2529,"(46.47744562728988, -94.27611090558118)",-19,Census_Blocks
2530,"(46.56643707135879, -94.08709415715983)",-42,Census_Blocks
2531,"(46.488558035434345, -94.15430679959125)",-62,Census_Blocks
2532,"(46.52980728499692, -93.87239512666025)",-91,Census_Blocks
2533,"(46.51283363340921, -93.94332714643014)",-94,Census_Blocks
2534,"(46.50058743237032, -94.02252965436969)",-61,Census_Blocks
2535,"(46.475701444704825, -93.93746531563451)",-47,Census_Blocks
2536,"(46.51557237280748, -93.97415912977011)",-73,Census_Blocks
2537,"(46.42671007557538, -93.84329587028826)",-25,Census_Blocks
2538,"(46.39347241231037, -93.90469578735232)",-16,Census_Blocks
2539,"(46.42226945677355, -94.03818648512345)",-52,Census_Blocks
2540,"(46.35770173949354, -94.01149094830905)",-44,Census_Blocks
2541,"(46.355555452874, -94.11448647022728)",-92,Census_Blocks
2542,"(46.42420780002343, -94.23983884933895)",-22,Census_Blocks
2543,"(46.39862029639049, -94.21037922599518)",-194,Census_Blocks
2544,"(46.4540336838508, -94.30822895468391)",0,Census_Blocks
2545,"(46.41378112645837, -94.3111096787682)",-44,Census_Blocks
2546,"(46.45248624082746, -94.23639488898739)",-8,Census_Blocks
2547,"(46.40486280165479, -94.16130040195257)",-133,Census_Blocks
2548,"(46.36387450915933, -94.16706864533283)",-47,Census_Blocks
2549,"(46.365904507644494, -94.18201951886611)",-32,Census_Blocks
2550,"(46.3411892920583, -94.16940195337187)",-203,Census_Blocks
2551,"(46.342188992342734, -94.19824877453885)",-25,Census_Blocks
2552,"(46.32218400330593, -94.20134121546712)",-94,Census_Blocks
2553,"(46.35365602510285, -94.20132108633274)",-217,Census_Blocks
2554,"(46.36889531727348, -94.21123019391236)",-45,Census_Blocks
2555,"(46.36074505966111, -94.19872961051574)",-58,Census_Blocks
2556,"(46.363364092751205, -94.18961479421742)",-33,Census_Blocks
2557,"(46.365479572594296, -94.30175372726572)",-142,Census_Blocks
2558,"(46.35292641554964, -94.28161973433187)",-50,Census_Blocks
2559,"(46.367927735640535, -94.2493166792267)",-94,Census_Blocks
2560,"(46.330504127480516, -94.218299329743)",-157,Census_Blocks
